Order_ID,Order_Date,Product_Name,Category,Sub_Category,Price,Quantity,Discount,Revenue,Customer_Rating,City,State,Payment_Method,Delivery_Time_Min,Customer_Type,Year,Month,Month_Name,Quarter,Day_of_Week,Week_Number,Discount_Amount,Gross_Amount,Is_Weekend
BLK101857,2024-02-05,Nestle Cerelac (300g),Baby Care,Baby Food,140.73,6,0.13,514.23,4.0,Indore,Madhya Pradesh,Upi,21,Premium,2024,2,Feb,Q1,Monday,6,109.77,844.38,Weekday
BLK101858,2024-11-15,Aashirvaad Atta (5kg),Staples,Atta & Flour,78.69,1,0.05,89.71,2.0,Hyderabad,Telangana,Debit Card,27,New,2024,11,Nov,Q4,Friday,46,3.93,78.69,Weekday
BLK101859,2023-03-24,Daawat Extra Long (1kg),Staples,Rice & Dal,69.01,2,0.03,107.1,4.0,Chennai,Tamil Nadu,Credit Card,19,Regular,2023,3,Mar,Q1,Friday,12,4.14,138.02,Weekday
BLK101860,2024-08-19,Himalaya Baby Soap,Baby Care,Baby Hygiene,77.1,1,0.1,63.84,5.0,Ahmedabad,Gujarat,Upi,23,Regular,2024,8,Aug,Q3,Monday,34,7.71,77.1,Weekday
BLK101861,2024-05-22,Brown Eggs (6pcs),Meat & Seafood,Eggs,65.17,5,0.09,266.87,3.0,Ahmedabad,Gujarat,Upi,43,New,2024,5,May,Q2,Wednesday,21,29.33,325.85,Weekday
BLK101862,2024-02-17,Himalaya Baby Soap,Baby Care,Baby Hygiene,262.75,1,0.08,169.21,5.0,Noida,Uttar Pradesh,Debit Card,17,Regular,2024,2,Feb,Q1,Saturday,7,21.02,262.75,Weekend
BLK101863,2024-05-18,Rohu Fish (500g),Meat & Seafood,Fish & Seafood,444.59,1,0.14,344.11,2.0,Chandigarh,Punjab,Debit Card,17,Regular,2024,5,May,Q2,Saturday,20,62.24,444.59,Weekend
BLK101864,2023-09-27,Chicco Baby Oil (200ml),Baby Care,Baby Hygiene,149.35,1,0.09,129.11,4.0,Mumbai,Maharashtra,Upi,22,Premium,2023,9,Sep,Q3,Wednesday,39,13.44,149.35,Weekday
BLK101865,2023-05-16,Surf Excel Liquid (1kg),Household,Laundry,154.97,1,0.13,121.34,5.0,Indore,Madhya Pradesh,Credit Card,29,Premium,2023,5,May,Q2,Tuesday,20,20.15,154.97,Weekday
BLK101866,2023-03-23,Apples (1kg),Fruits & Vegetables,Fresh Fruits,87.8,2,0.02,137.67,4.0,Ahmedabad,Gujarat,Upi,27,New,2023,3,Mar,Q1,Thursday,12,3.51,175.6,Weekday
BLK101867,2024-03-08,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,106.47,1,0.09,77.51,4.0,Hyderabad,Telangana,Upi,19,Regular,2024,3,Mar,Q1,Friday,10,9.58,106.47,Weekday
BLK101868,2023-07-14,Dressed Chicken Whole (1kg),Meat & Seafood,Chicken,188.25,2,0.0,331.32,5.0,Hyderabad,Telangana,Cash On Delivery,13,New,2023,7,Jul,Q3,Friday,28,0.0,376.5,Weekday
BLK101869,2023-11-27,Good Day Cashew (150g),Snacks & Munchies,Cookies & Biscuits,66.13,3,0.07,221.4,4.0,Mumbai,Maharashtra,Upi,16,Premium,2023,11,Nov,Q4,Monday,48,13.89,198.39,Weekday
BLK101870,2023-02-24,Chicken Keema (500g),Meat & Seafood,Chicken,311.36,4,0.08,802.06,5.0,Hyderabad,Telangana,Blinkit Wallet,12,Regular,2023,2,Feb,Q1,Friday,8,99.64,1245.44,Weekday
BLK101871,2024-05-26,Haldirams Frozen Samosa (400g),Frozen Foods,Frozen Snacks,96.54,3,0.18,213.74,2.0,Surat,Gujarat,Credit Card,43,Premium,2024,5,May,Q2,Sunday,21,52.13,289.62,Weekend
BLK101872,2024-08-26,Doritos Nacho Cheese (45g),Snacks & Munchies,Chips & Crisps,46.55,1,0.13,37.26,3.0,Jaipur,Rajasthan,Credit Card,33,Premium,2024,8,Aug,Q3,Monday,35,6.05,46.55,Weekday
BLK101873,2024-05-18,Pillsbury Atta (5kg),Staples,Atta & Flour,355.57,2,0.1,576.02,4.0,Noida,Uttar Pradesh,Credit Card,41,Premium,2024,5,May,Q2,Saturday,20,71.11,711.14,Weekend
BLK101874,2023-04-28,Amul Corn Pizza (200g),Frozen Foods,Frozen Snacks,229.94,2,0.0,390.9,5.0,Gurugram,Haryana,Credit Card,22,Regular,2023,4,Apr,Q2,Friday,17,0.0,459.88,Weekday
BLK101875,2024-04-05,Capsicum (500g),Fruits & Vegetables,Fresh Vegetables,50.4,4,0.06,161.08,5.0,Chandigarh,Punjab,Blinkit Wallet,44,Regular,2024,4,Apr,Q2,Friday,14,12.1,201.6,Weekday
BLK101876,2024-04-09,Spinach (250g),Fruits & Vegetables,Fresh Vegetables,30.34,1,0.12,22.69,5.0,Ahmedabad,Gujarat,Cash On Delivery,19,Regular,2024,4,Apr,Q2,Tuesday,15,3.64,30.34,Weekday
BLK101877,2023-01-16,Capsicum (500g),Fruits & Vegetables,Fresh Vegetables,24.34,1,0.03,17.71,3.0,Kolkata,West Bengal,Debit Card,15,Regular,2023,1,Jan,Q1,Monday,3,0.73,24.34,Weekday
BLK101878,2023-12-02,Haldirams Aloo Bhujia (150g),Snacks & Munchies,Chips & Crisps,105.02,1,0.0,120.77,4.0,Surat,Gujarat,Credit Card,25,Regular,2023,12,Dec,Q4,Saturday,48,0.0,105.02,Weekend
BLK101879,2024-04-03,Britannia Cheese Spread,Dairy & Breakfast,Butter & Cheese,125.04,2,0.01,210.44,5.0,Indore,Madhya Pradesh,Debit Card,35,New,2024,4,Apr,Q2,Wednesday,14,2.5,250.08,Weekday
BLK101880,2023-06-28,Daawat Extra Long (1kg),Staples,Rice & Dal,248.75,1,0.2,169.15,5.0,Delhi,Delhi,Credit Card,9,Premium,2023,6,Jun,Q2,Wednesday,26,49.75,248.75,Weekday
BLK101881,2024-07-01,Neutrogena Sunscreen SPF50,Personal Care,Skin Care,404.19,2,0.12,626.01,4.0,Noida,Uttar Pradesh,Upi,42,Regular,2024,7,Jul,Q3,Monday,27,97.01,808.38,Weekday
BLK101882,2023-06-12,Tomatoes (1kg),Fruits & Vegetables,Fresh Vegetables,76.84,2,0.03,126.71,4.0,Bengaluru,Karnataka,Credit Card,25,Regular,2023,6,Jun,Q2,Monday,24,4.61,153.68,Weekday
BLK101883,2024-09-04,Listerine Mouthwash (250ml),Personal Care,Oral Care,172.64,2,0.06,308.34,4.0,Chandigarh,Punjab,Debit Card,42,New,2024,9,Sep,Q3,Wednesday,36,20.72,345.28,Weekday
BLK101884,2024-06-08,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,99.55,1,0.08,77.85,3.0,Jaipur,Rajasthan,Blinkit Wallet,29,Regular,2024,6,Jun,Q2,Saturday,23,7.96,99.55,Weekend
BLK101885,2023-02-06,Chicken Keema (500g),Meat & Seafood,Chicken,332.44,2,0.05,442.15,5.0,Chandigarh,Punjab,Upi,29,New,2023,2,Feb,Q1,Monday,6,33.24,664.88,Weekday
BLK101886,2023-07-20,Pringles Original (107g),Snacks & Munchies,Chips & Crisps,73.28,1,0.01,63.84,5.0,Jaipur,Rajasthan,Upi,34,Regular,2023,7,Jul,Q3,Thursday,29,0.73,73.28,Weekday
BLK101887,2024-10-04,Crab Masala (250g),Meat & Seafood,Fish & Seafood,309.66,2,0.02,667.63,5.0,Surat,Gujarat,Credit Card,34,Regular,2024,10,Oct,Q4,Friday,40,12.39,619.32,Weekday
BLK101888,2024-03-22,Farm Fresh Eggs (12pcs),Meat & Seafood,Eggs,105.33,3,0.05,240.15,4.0,Jaipur,Rajasthan,Credit Card,21,New,2024,3,Mar,Q1,Friday,12,15.8,315.99,Weekday
BLK101889,2023-02-09,Magnum Almond (80ml),Frozen Foods,Ice Cream,60.29,2,0.1,75.97,5.0,Noida,Uttar Pradesh,Upi,40,Regular,2023,2,Feb,Q1,Thursday,6,12.06,120.58,Weekday
BLK101890,2023-02-23,Cetaphil Face Wash (250ml),Personal Care,Skin Care,472.89,1,0.11,294.61,4.0,Chandigarh,Punjab,Debit Card,25,Regular,2023,2,Feb,Q1,Thursday,8,52.02,472.89,Weekday
BLK101891,2024-08-05,Avocado (2pcs),Fruits & Vegetables,Exotic Produce,125.34,1,0.09,104.93,5.0,Mumbai,Maharashtra,Cash On Delivery,18,Premium,2024,8,Aug,Q3,Monday,32,11.28,125.34,Weekday
BLK101892,2023-10-02,Bikaji Bhujia (200g),Snacks & Munchies,Namkeen,91.01,3,0.0,294.33,3.0,Chennai,Tamil Nadu,Upi,27,Regular,2023,10,Oct,Q4,Monday,40,0.0,273.03,Weekday
BLK101893,2024-10-15,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,136.99,2,0.21,238.09,4.0,Hyderabad,Telangana,Cash On Delivery,15,Premium,2024,10,Oct,Q4,Tuesday,42,57.54,273.98,Weekday
BLK101894,2023-07-19,Daawat Extra Long (1kg),Staples,Rice & Dal,191.72,1,0.07,156.9,5.0,Jaipur,Rajasthan,Upi,44,New,2023,7,Jul,Q3,Wednesday,29,13.42,191.72,Weekday
BLK101895,2024-06-29,Disposable Plates (25pcs),Household,Kitchen Essentials,51.35,1,0.13,37.97,2.0,Noida,Uttar Pradesh,Credit Card,45,Premium,2024,6,Jun,Q2,Saturday,26,6.68,51.35,Weekend
BLK101896,2024-02-18,Paper Boat Jaljeera (250ml),Beverages,Juices,109.46,2,0.06,144.05,5.0,Lucknow,Uttar Pradesh,Cash On Delivery,22,Regular,2024,2,Feb,Q1,Sunday,7,13.14,218.92,Weekend
BLK101897,2024-05-31,ITC Kitchens Biryani (250g),Frozen Foods,Frozen Meals,153.85,1,0.06,130.16,5.0,Delhi,Delhi,Upi,24,New,2024,5,May,Q2,Friday,22,9.23,153.85,Weekday
BLK101898,2024-01-31,Amul Vanilla Tub (1L),Frozen Foods,Ice Cream,328.35,2,0.12,433.42,4.0,Gurugram,Haryana,Cash On Delivery,30,Regular,2024,1,Jan,Q1,Wednesday,5,78.8,656.7,Weekday
BLK101899,2023-08-18,Appy Fizz (250ml),Beverages,Water & Soda,22.8,1,0.08,19.3,4.0,Mumbai,Maharashtra,Upi,26,Regular,2023,8,Aug,Q3,Friday,33,1.82,22.8,Weekday
BLK101900,2023-04-26,Omega-3 Eggs (6pcs),Meat & Seafood,Eggs,44.83,1,0.08,35.06,5.0,Indore,Madhya Pradesh,Credit Card,25,New,2023,4,Apr,Q2,Wednesday,17,3.59,44.83,Weekday
BLK101901,2023-10-03,Mangoes (1kg),Fruits & Vegetables,Fresh Fruits,41.02,3,0.05,128.6,5.0,Noida,Uttar Pradesh,Upi,29,Regular,2023,10,Oct,Q4,Tuesday,40,6.15,123.06,Weekday
BLK101902,2023-12-02,Mother Dairy Curd (400g),Dairy & Breakfast,Milk & Curd,59.78,1,0.21,54.31,5.0,Hyderabad,Telangana,Debit Card,23,Premium,2023,12,Dec,Q4,Saturday,48,12.55,59.78,Weekend
BLK101903,2024-06-21,Bru Gold Coffee (50g),Beverages,Tea & Coffee,303.98,2,0.1,465.09,4.0,Delhi,Delhi,Blinkit Wallet,16,New,2024,6,Jun,Q2,Friday,25,60.8,607.96,Weekday
BLK101904,2023-06-03,Britannia Brown Bread,Dairy & Breakfast,Bread & Eggs,22.82,1,0.07,18.04,2.0,Chandigarh,Punjab,Credit Card,34,Regular,2023,6,Jun,Q2,Saturday,22,1.6,22.82,Weekend
BLK101905,2023-05-05,Patanjali Cow Ghee (500ml),Staples,Oils & Ghee,436.89,3,0.13,1026.25,4.0,Chandigarh,Punjab,Credit Card,39,Regular,2023,5,May,Q2,Friday,18,170.39,1310.67,Weekday
BLK101906,2023-10-06,Pringles Original (107g),Snacks & Munchies,Chips & Crisps,83.75,1,0.12,81.07,4.0,Kolkata,West Bengal,Cash On Delivery,13,Premium,2023,10,Oct,Q4,Friday,40,10.05,83.75,Weekday
BLK101907,2023-12-05,Pampers S Diapers (20pcs),Baby Care,Diapers,675.55,1,0.17,644.81,4.0,Jaipur,Rajasthan,Cash On Delivery,28,Premium,2023,12,Dec,Q4,Tuesday,49,114.84,675.55,Weekday
BLK101908,2024-04-05,Surmai Fish (500g),Meat & Seafood,Fish & Seafood,408.78,1,0.07,323.14,5.0,Jaipur,Rajasthan,Upi,31,New,2024,4,Apr,Q2,Friday,14,28.61,408.78,Weekday
BLK101909,2024-11-16,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,226.58,3,0.05,774.9,4.0,Chennai,Tamil Nadu,Cash On Delivery,18,Regular,2024,11,Nov,Q4,Saturday,46,33.99,679.74,Weekend
BLK101910,2024-09-20,Too Yumm Multigrain (50g),Snacks & Munchies,Namkeen,65.25,1,0.02,60.75,4.0,Chennai,Tamil Nadu,Cash On Delivery,10,Regular,2024,9,Sep,Q3,Friday,38,1.3,65.25,Weekday
BLK101911,2024-03-14,Bananas (dozen),Fruits & Vegetables,Fresh Fruits,108.25,3,0.08,239.02,4.0,Kolkata,West Bengal,Debit Card,19,New,2024,3,Mar,Q1,Thursday,11,25.98,324.75,Weekday
BLK101912,2024-08-23,Pepsi 600ml,Beverages,Cold Drinks,30.49,1,0.23,21.6,2.0,Surat,Gujarat,Upi,41,Premium,2024,8,Aug,Q3,Friday,34,7.01,30.49,Weekday
BLK101913,2023-11-30,Harpic Toilet Cleaner (500ml),Household,Cleaning Supplies,41.17,2,0.01,97.82,4.0,Gurugram,Haryana,Debit Card,21,Regular,2023,11,Nov,Q4,Thursday,48,0.82,82.34,Weekday
BLK101914,2024-03-11,Haldirams Mixture (150g),Snacks & Munchies,Namkeen,61.85,4,0.05,188.02,3.0,Jaipur,Rajasthan,Upi,34,New,2024,3,Mar,Q1,Monday,11,12.37,247.4,Weekday
BLK101915,2024-08-23,Chicken Wings (500g),Meat & Seafood,Chicken,341.51,1,0.14,270.2,5.0,Lucknow,Uttar Pradesh,Credit Card,28,Regular,2024,8,Aug,Q3,Friday,34,47.81,341.51,Weekday
BLK101916,2024-10-14,Brown Eggs (6pcs),Meat & Seafood,Eggs,87.88,3,0.0,290.0,4.0,Noida,Uttar Pradesh,Cash On Delivery,26,New,2024,10,Oct,Q4,Monday,42,0.0,263.64,Weekday
BLK101917,2024-12-21,Surf Excel Liquid (1kg),Household,Laundry,431.39,2,0.02,972.35,4.0,Bengaluru,Karnataka,Debit Card,13,New,2024,12,Dec,Q4,Saturday,51,17.26,862.78,Weekend
BLK101918,2023-04-19,Lays Classic Salted (26g),Snacks & Munchies,Chips & Crisps,27.68,5,0.13,102.35,3.0,Chandigarh,Punjab,Upi,35,Regular,2023,4,Apr,Q2,Wednesday,16,17.99,138.4,Weekday
BLK101919,2023-11-09,Nestle A+ Milk (500ml),Dairy & Breakfast,Milk & Curd,95.14,5,0.15,485.21,5.0,Lucknow,Uttar Pradesh,Upi,28,Premium,2023,11,Nov,Q4,Thursday,45,71.35,475.7,Weekday
BLK101920,2023-06-13,Baskin Robbins Choco (500ml),Frozen Foods,Ice Cream,70.66,2,0.05,114.12,2.0,Hyderabad,Telangana,Debit Card,24,New,2023,6,Jun,Q2,Tuesday,24,7.07,141.32,Weekday
BLK101921,2024-11-12,Bingo Mad Angles (38g),Snacks & Munchies,Chips & Crisps,77.21,2,0.11,164.92,4.0,Ahmedabad,Gujarat,Credit Card,26,Regular,2024,11,Nov,Q4,Tuesday,46,16.99,154.42,Weekday
BLK101922,2023-09-30,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,104.9,1,0.12,87.7,5.0,Ahmedabad,Gujarat,Upi,34,Premium,2023,9,Sep,Q3,Saturday,39,12.59,104.9,Weekend
BLK101923,2024-11-16,Crab Masala (250g),Meat & Seafood,Fish & Seafood,222.33,5,0.01,1320.64,4.0,Chandigarh,Punjab,Upi,42,New,2024,11,Nov,Q4,Saturday,46,11.12,1111.65,Weekend
BLK101924,2024-03-26,Fresh Chicken Curry Cut (500g),Meat & Seafood,Chicken,225.15,3,0.04,518.75,2.0,Delhi,Delhi,Debit Card,30,New,2024,3,Mar,Q1,Tuesday,13,27.02,675.45,Weekday
BLK101925,2024-08-01,India Gate Basmati (1kg),Staples,Rice & Dal,164.04,2,0.06,283.72,3.0,Surat,Gujarat,Blinkit Wallet,33,New,2024,8,Aug,Q3,Thursday,31,19.68,328.08,Weekday
BLK101926,2023-08-08,Nestle Cerelac (300g),Baby Care,Baby Food,461.06,2,0.1,763.52,5.0,Chandigarh,Punjab,Upi,33,Regular,2023,8,Aug,Q3,Tuesday,32,92.21,922.12,Weekday
BLK101927,2023-11-07,Godrej Real Good Meal,Frozen Foods,Frozen Meals,127.29,2,0.07,284.11,2.0,Hyderabad,Telangana,Blinkit Wallet,30,New,2023,11,Nov,Q4,Tuesday,45,17.82,254.58,Weekday
BLK101928,2024-08-14,Godrej Yummiez Nuggets (250g),Frozen Foods,Frozen Snacks,202.31,1,0.06,174.96,4.0,Gurugram,Haryana,Debit Card,30,Regular,2024,8,Aug,Q3,Wednesday,33,12.14,202.31,Weekday
BLK101929,2024-04-19,Boneless Chicken Breast (500g),Meat & Seafood,Chicken,305.9,2,0.09,473.23,5.0,Chandigarh,Punjab,Upi,33,New,2024,4,Apr,Q2,Friday,16,55.06,611.8,Weekday
BLK101930,2023-09-17,Farm Fresh Eggs (6pcs),Meat & Seafood,Eggs,46.24,3,0.12,115.97,4.0,Lucknow,Uttar Pradesh,Credit Card,42,Regular,2023,9,Sep,Q3,Sunday,37,16.65,138.72,Weekend
BLK101931,2023-01-03,Moong Dal (500g),Staples,Rice & Dal,74.46,1,0.02,54.73,4.0,Bengaluru,Karnataka,Credit Card,27,New,2023,1,Jan,Q1,Tuesday,1,1.49,74.46,Weekday
BLK101932,2024-06-23,Farm Fresh Eggs (6pcs),Meat & Seafood,Eggs,49.28,1,0.12,36.86,4.0,Indore,Madhya Pradesh,Credit Card,19,Regular,2024,6,Jun,Q2,Sunday,25,5.91,49.28,Weekend
BLK101933,2024-07-25,Haldirams Frozen Samosa (400g),Frozen Foods,Frozen Snacks,112.83,2,0.2,158.86,5.0,Indore,Madhya Pradesh,Upi,18,Premium,2024,7,Jul,Q3,Thursday,30,45.13,225.66,Weekday
BLK101934,2024-01-09,Kiwi (4pcs),Fruits & Vegetables,Exotic Produce,126.78,2,0.1,171.15,2.0,Pune,Maharashtra,Credit Card,32,Premium,2024,1,Jan,Q1,Tuesday,2,25.36,253.56,Weekday
BLK101935,2024-12-03,Duck Eggs (6pcs),Meat & Seafood,Eggs,75.53,1,0.05,82.52,3.0,Indore,Madhya Pradesh,Debit Card,21,Regular,2024,12,Dec,Q4,Tuesday,49,3.78,75.53,Weekday
BLK101936,2024-12-22,Cling Film Roll,Household,Kitchen Essentials,72.88,1,0.05,79.62,5.0,Indore,Madhya Pradesh,Upi,44,New,2024,12,Dec,Q4,Sunday,51,3.64,72.88,Weekend
BLK101937,2023-02-11,Potatoes (1kg),Fruits & Vegetables,Fresh Vegetables,30.36,1,0.01,21.04,4.0,Hyderabad,Telangana,Cash On Delivery,26,Regular,2023,2,Feb,Q1,Saturday,6,0.3,30.36,Weekend
BLK101938,2024-08-10,Britannia Brown Bread,Dairy & Breakfast,Bread & Eggs,47.75,1,0.24,33.39,5.0,Kolkata,West Bengal,Cash On Delivery,26,Premium,2024,8,Aug,Q3,Saturday,32,11.46,47.75,Weekend
BLK101939,2023-04-06,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,42.63,2,0.24,55.08,3.0,Mumbai,Maharashtra,Debit Card,19,Premium,2023,4,Apr,Q2,Thursday,14,20.46,85.26,Weekday
BLK101940,2023-04-05,Red Label Tea (500g),Beverages,Tea & Coffee,242.66,2,0.03,400.15,5.0,Chennai,Tamil Nadu,Cash On Delivery,27,Regular,2023,4,Apr,Q2,Wednesday,14,14.56,485.32,Weekday
BLK101941,2023-01-06,Pampers S Diapers (20pcs),Baby Care,Diapers,265.73,5,0.01,986.52,3.0,Lucknow,Uttar Pradesh,Upi,45,Regular,2023,1,Jan,Q1,Friday,1,13.29,1328.65,Weekday
BLK101942,2024-02-12,Too Yumm Multigrain (50g),Snacks & Munchies,Namkeen,34.07,4,0.09,86.81,5.0,Mumbai,Maharashtra,Blinkit Wallet,30,New,2024,2,Feb,Q1,Monday,7,12.27,136.28,Weekday
BLK101943,2024-02-24,Lays Classic Salted (26g),Snacks & Munchies,Chips & Crisps,94.82,4,0.01,262.84,4.0,Ahmedabad,Gujarat,Upi,18,Regular,2024,2,Feb,Q1,Saturday,8,3.79,379.28,Weekend
BLK101944,2023-04-18,Lays Classic Salted (26g),Snacks & Munchies,Chips & Crisps,96.45,2,0.01,162.33,4.0,Bengaluru,Karnataka,Debit Card,18,New,2023,4,Apr,Q2,Tuesday,16,1.93,192.9,Weekday
BLK101945,2024-06-25,Boneless Chicken Breast (500g),Meat & Seafood,Chicken,332.86,3,0.03,823.33,4.0,Noida,Uttar Pradesh,Credit Card,24,Regular,2024,6,Jun,Q2,Tuesday,26,29.96,998.58,Weekday
BLK101946,2024-03-17,Scotch-Brite Scrubber,Household,Cleaning Supplies,42.82,2,0.07,63.72,4.0,Pune,Maharashtra,Cash On Delivery,36,New,2024,3,Mar,Q1,Sunday,11,5.99,85.64,Weekend
BLK101947,2024-06-17,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,21.05,3,0.08,49.38,5.0,Delhi,Delhi,Upi,29,New,2024,6,Jun,Q2,Monday,25,5.05,63.15,Weekday
BLK101948,2024-06-21,Scotch-Brite Scrubber,Household,Cleaning Supplies,179.63,1,0.08,140.47,5.0,Bengaluru,Karnataka,Upi,17,Premium,2024,6,Jun,Q2,Friday,25,14.37,179.63,Weekday
BLK101949,2023-01-18,Daawat Extra Long (1kg),Staples,Rice & Dal,398.1,2,0.06,561.32,5.0,Gurugram,Haryana,Upi,40,Regular,2023,1,Jan,Q1,Wednesday,3,47.77,796.2,Weekday
BLK101950,2024-11-01,Aquafina 1L,Beverages,Water & Soda,65.65,2,0.12,138.65,4.0,Mumbai,Maharashtra,Upi,11,Regular,2024,11,Nov,Q4,Friday,44,15.76,131.3,Weekday
BLK101951,2024-04-09,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,56.62,4,0.05,182.88,4.0,Delhi,Delhi,Upi,19,Regular,2024,4,Apr,Q2,Tuesday,15,11.32,226.48,Weekday
BLK101952,2023-05-14,Tomatoes (1kg),Fruits & Vegetables,Fresh Vegetables,72.73,4,0.0,261.83,4.0,Hyderabad,Telangana,Blinkit Wallet,23,Regular,2023,5,May,Q2,Sunday,19,0.0,290.92,Weekend
BLK101953,2024-03-08,Glad Zip Bags (25pcs),Household,Kitchen Essentials,87.52,2,0.04,134.43,4.0,Delhi,Delhi,Credit Card,13,Regular,2024,3,Mar,Q1,Friday,10,7.0,175.04,Weekday
BLK101954,2023-03-04,Farm Eggs (12pcs),Dairy & Breakfast,Bread & Eggs,88.96,2,0.02,139.49,4.0,Ahmedabad,Gujarat,Cash On Delivery,19,New,2023,3,Mar,Q1,Saturday,9,3.56,177.92,Weekend
BLK101955,2024-06-27,Farm Eggs (6pcs),Dairy & Breakfast,Bread & Eggs,40.88,1,0.22,27.1,4.0,Surat,Gujarat,Debit Card,36,Premium,2024,6,Jun,Q2,Thursday,26,8.99,40.88,Weekday
BLK101956,2023-01-08,Dove Soap (100g),Personal Care,Skin Care,110.5,1,0.04,79.56,5.0,Hyderabad,Telangana,Blinkit Wallet,20,New,2023,1,Jan,Q1,Sunday,1,4.42,110.5,Weekend
BLK101957,2024-07-31,Tilapia Fillet (500g),Meat & Seafood,Fish & Seafood,417.91,5,0.01,1820.42,4.0,Indore,Madhya Pradesh,Credit Card,29,Regular,2024,7,Jul,Q3,Wednesday,31,20.9,2089.55,Weekday
BLK101958,2023-12-23,Pantene Conditioner (180ml),Personal Care,Hair Care,428.85,3,0.08,1361.17,4.0,Kolkata,West Bengal,Cash On Delivery,12,New,2023,12,Dec,Q4,Saturday,51,102.92,1286.55,Weekend
BLK101959,2023-09-15,Nestle Cerelac (300g),Baby Care,Baby Food,102.94,2,0.01,193.63,5.0,Ahmedabad,Gujarat,Credit Card,40,New,2023,9,Sep,Q3,Friday,37,2.06,205.88,Weekday
BLK101960,2023-02-09,Zucchini (500g),Fruits & Vegetables,Exotic Produce,229.54,5,0.04,771.25,4.0,Hyderabad,Telangana,Credit Card,10,New,2023,2,Feb,Q1,Thursday,6,45.91,1147.7,Weekday
BLK101961,2024-03-09,Avocado (2pcs),Fruits & Vegetables,Exotic Produce,219.55,3,0.18,432.07,4.0,Jaipur,Rajasthan,Upi,29,Premium,2024,3,Mar,Q1,Saturday,10,118.56,658.65,Weekend
BLK101962,2024-08-29,Britannia Brown Bread,Dairy & Breakfast,Bread & Eggs,57.08,6,0.0,315.08,1.0,Mumbai,Maharashtra,Upi,22,New,2024,8,Aug,Q3,Thursday,35,0.0,342.48,Weekday
BLK101963,2023-02-25,Bisleri Water (1L),Beverages,Water & Soda,77.97,2,0.11,97.15,5.0,Ahmedabad,Gujarat,Blinkit Wallet,31,Premium,2023,2,Feb,Q1,Saturday,8,17.15,155.94,Weekend
BLK101964,2024-05-18,Nescafe Classic (50g),Beverages,Tea & Coffee,75.4,3,0.0,203.58,3.0,Chennai,Tamil Nadu,Upi,21,New,2024,5,May,Q2,Saturday,20,0.0,226.2,Weekend
BLK101965,2024-06-28,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,169.36,5,0.09,655.0,3.0,Gurugram,Haryana,Upi,30,Regular,2024,6,Jun,Q2,Friday,26,76.21,846.8,Weekday
BLK101966,2023-05-04,Onions (1kg),Fruits & Vegetables,Fresh Vegetables,79.98,2,0.21,113.73,3.0,Jaipur,Rajasthan,Credit Card,34,Premium,2023,5,May,Q2,Thursday,18,33.59,159.96,Weekday
BLK101967,2024-03-26,Parachute Hair Oil (500ml),Personal Care,Hair Care,230.36,1,0.04,176.92,4.0,Indore,Madhya Pradesh,Credit Card,17,New,2024,3,Mar,Q1,Tuesday,13,9.21,230.36,Weekday
BLK101968,2023-05-22,Fresh Chicken Curry Cut (500g),Meat & Seafood,Chicken,133.24,2,0.04,230.24,3.0,Chandigarh,Punjab,Upi,18,New,2023,5,May,Q2,Monday,21,10.66,266.48,Weekday
BLK101969,2023-12-05,India Gate Basmati (1kg),Staples,Rice & Dal,328.29,1,0.06,354.88,4.0,Surat,Gujarat,Credit Card,36,New,2023,12,Dec,Q4,Tuesday,49,19.7,328.29,Weekday
BLK101970,2023-09-16,Broccoli (500g),Fruits & Vegetables,Exotic Produce,238.1,3,0.14,583.58,5.0,Mumbai,Maharashtra,Cash On Delivery,10,Regular,2023,9,Sep,Q3,Saturday,37,100.0,714.3,Weekend
BLK101971,2024-07-30,Colgate MaxFresh (150g),Personal Care,Oral Care,99.31,1,0.11,77.78,4.0,Noida,Uttar Pradesh,Cash On Delivery,25,Regular,2024,7,Jul,Q3,Tuesday,31,10.92,99.31,Weekday
BLK101972,2023-02-13,Figaro Olive Oil (500ml),Staples,Oils & Ghee,122.74,1,0.1,77.33,1.0,Chennai,Tamil Nadu,Cash On Delivery,27,Regular,2023,2,Feb,Q1,Monday,7,12.27,122.74,Weekday
BLK101973,2024-02-09,Patanjali Cow Ghee (500ml),Staples,Oils & Ghee,483.33,2,0.03,656.36,4.0,Noida,Uttar Pradesh,Credit Card,33,Regular,2024,2,Feb,Q1,Friday,6,29.0,966.66,Weekday
BLK101974,2023-05-04,Huggies Ultra Soft NB (24pcs),Baby Care,Diapers,456.1,1,0.04,394.07,3.0,Gurugram,Haryana,Blinkit Wallet,30,New,2023,5,May,Q2,Thursday,18,18.24,456.1,Weekday
